citrus fruit,domestic eggs,jam,
butter milk,pastry,,
frozen meals,shopping bags,,
brown bread,dog food,canned beer,
spread cheese,pastry,,
berries,white bread,,
citrus fruit,whipped/sour cream,,
whole milk,ice cream,prosecco,
hard cheese,,,
bottled beer,,,
onions,,,
whole milk,soda,specialty bar,newspapers
photo/film,,,
other vegetables,butter milk,,
rolls/buns,,,
tropical fruit,newspapers,,
frozen meals,,,
whole milk,dessert,,
frozen meals,frozen potato products,coffee,
coffee,shopping bags,,
misc. beverages,,,
citrus fruit,other vegetables,UHT-milk,rolls/buns
grapes,photo/film,,
fruit/vegetable juice,,,
grapes,brown bread,,
soda,syrup,,
pork,beef,,
bottled water,bottled beer,specialty bar,
whole milk,butter,sugar,bottled beer
beef,citrus fruit,root vegetables,specialty chocolate
citrus fruit,whole milk,butter milk,whipped/sour cream
sausage,,,
citrus fruit,semi-finished bread,newspapers,
salty snack,,,
other vegetables,butter,margarine,specialty fat
canned beer,,,
frankfurter,meat,,
bottled beer,,,
hamburger meat,citrus fruit,other vegetables,
light bulbs,,,
beef,whole milk,yogurt,soft cheese
pip fruit,,,
cleaner,,,
canned beer,,,
soda,fruit/vegetable juice,,
soda,,,
soda,,,
dessert,brown bread,,
pork,root vegetables,,
whole milk,coffee,,
other vegetables,whole milk,brown bread,
brown bread,vinegar,,
bottled water,specialty chocolate,,
soda,canned beer,chocolate,
whole milk,soda,misc. beverages,shopping bags
bottled water,canned beer,,
bottled beer,,,
citrus fruit,tropical fruit,pastry,seasonal products
cat food,soda,candy,
whole milk,coffee,,
grapes,other vegetables,soda,canned beer
liquor,,,
beef,other vegetables,whole milk,bottled beer
rolls/buns,bottled beer,,
root vegetables,other vegetables,yogurt,flower (seeds)
yogurt,beverages,soda,shopping bags
soda,,,
soda,,,
bottled beer,,,
instant coffee,,,
bottled beer,,,
sausage,whole milk,brown bread,pastry
pork,,,
yogurt,UHT-milk,brandy,
other vegetables,yogurt,oil,dental care
beverages,pastry,long life bakery product,chocolate marshmallow
whipped/sour cream,,,
canned beer,,,
berries,,,
grapes,other vegetables,frozen dessert,
meat,other vegetables,whole milk,whipped/sour cream
grapes,root vegetables,,
pastry,,,
salt,,,
ice cream,rolls/buns,chocolate,
whole milk,pastry,long life bakery product,
photo/film,,,
liquor,,,
frozen meals,,,
ice cream,bottled water,soda,
herbs,bottled water,,
rolls/buns,brown bread,,
dessert,misc. beverages,fruit/vegetable juice,
whole milk,,,
tropical fruit,long life bakery product,chocolate,
ice cream,rolls/buns,,
whole milk,bottled water,,
frozen vegetables,margarine,cleaner,
other vegetables,whole milk,condensed milk,long life bakery product
UHT-milk,brown bread,,
dishes,,,
shopping bags,,,
whole milk,curd,margarine,
whole milk,butter,hard cheese,white wine
ice cream,chewing gum,,
canned beer,,,
sausage,UHT-milk,bottled beer,kitchen towels
citrus fruit,root vegetables,other vegetables,
whole milk,butter,soda,chocolate
soda,,,
beef,root vegetables,white wine,shopping bags
whole milk,bottled beer,,
frozen fish,canned beer,waffles,
butter milk,specialty bar,napkins,
soda,,,
tropical fruit,brown bread,,
meat,hamburger meat,spices,coffee
curd,ice cream,pasta,cat food
sausage,soda,newspapers,shopping bags
sausage,sliced cheese,canned beer,
curd,yogurt,whipped/sour cream,ice cream
nuts/prunes,,,
misc. beverages,,,
detergent,,,
sausage,other vegetables,dessert,canned vegetables
other vegetables,rolls/buns,soda,
citrus fruit,other vegetables,canned fish,bottled water
other vegetables,butter,,
sweet spreads,cat food,,
other vegetables,rolls/buns,soda,chocolate
frozen meals,canned beer,salty snack,
canned beer,,,
other vegetables,domestic eggs,napkins,dishes
whole milk,butter milk,cream cheese,coffee
pork,frozen meals,frozen fish,shopping bags
condensed milk,rolls/buns,coffee,newspapers
soap,dishes,,
citrus fruit,yogurt,whipped/sour cream,shopping bags
sausage,rolls/buns,soda,
bottled beer,light bulbs,,
specialty bar,,,
berries,other vegetables,whole milk,whipped/sour cream
rolls/buns,newspapers,,
shopping bags,,,
yogurt,,,
shopping bags,,,
yogurt,fruit/vegetable juice,newspapers,
napkins,,,
pork,processed cheese,canned beer,
pastry,instant coffee,,
frankfurter,rolls/buns,ketchup,soda
whole milk,,,
whole milk,whipped/sour cream,,
other vegetables,soda,,
pastry,canned beer,long life bakery product,candles
rolls/buns,,,
fruit/vegetable juice,,,
frankfurter,pork,UHT-milk,condensed milk
frankfurter,dessert,,
rolls/buns,newspapers,,
sausage,root vegetables,chocolate,
other vegetables,frozen fish,vinegar,
rolls/buns,,,
whole milk,,,
rolls/buns,,,
meat,whole milk,domestic eggs,bottled water
yogurt,pastry,,
hard cheese,pastry,,
rolls/buns,,,
yogurt,,,
butter,brown bread,seasonal products,
citrus fruit,UHT-milk,cream cheese,frozen vegetables
yogurt,frozen fish,rolls/buns,
canned beer,,,
bottled beer,liquor,red/blush wine,
semi-finished bread,bottled beer,liquor,
whole milk,butter,,
pastry,chocolate,candles,
specialty chocolate,,,
grapes,white wine,dishes,
hamburger meat,,,
other vegetables,yogurt,,
berries,,,
citrus fruit,root vegetables,frozen vegetables,chewing gum
cooking chocolate,,,
tropical fruit,cream cheese,chocolate,
frankfurter,whole milk,frozen vegetables,
butter milk,hard cheese,instant coffee,
chicken,pastry,,
whipped/sour cream,soda,,
sauces,red/blush wine,dish cleaner,
soda,,,
sausage,grapes,whole milk,seasonal products
canned beer,,,
newspapers,,,
UHT-milk,hygiene articles,cling film/bags,newspapers
candy,photo/film,,
margarine,fruit/vegetable juice,red/blush wine,
citrus fruit,tropical fruit,whole milk,yogurt
other vegetables,bottled water,,
brown bread,,,
rolls/buns,vinegar,bottled beer,
yogurt,,,
whole milk,salt,,
sausage,rolls/buns,canned beer,
tropical fruit,whole milk,pickled vegetables,soda
citrus fruit,whole milk,curd,soft cheese
meat,,,
beef,citrus fruit,other vegetables,
sugar,,,
frankfurter,soda,newspapers,
salt,margarine,canned beer,
onions,domestic eggs,soda,hygiene articles
frozen vegetables,bottled beer,,
bottled beer,nut snack,,
popcorn,,,
frankfurter,other vegetables,zwieback,
fruit/vegetable juice,potted plants,,
beef,whole milk,margarine,salty snack
sugar,,,
canned beer,,,
specialty chocolate,photo/film,,
soda,long life bakery product,,
whole milk,ice cream,,
pip fruit,whole milk,yogurt,
canned beer,,,
bottled water,napkins,,
whole milk,curd,oil,margarine
brown bread,bottled water,,
white wine,,,
butter milk,coffee,,
fish,whole milk,,
whole milk,spread cheese,,
bottled water,fruit/vegetable juice,canned beer,
dessert,,,
butter,bottled water,detergent,soap
bottled beer,white wine,,
whole milk,,,
tropical fruit,curd,,
whole milk,rolls/buns,specialty chocolate,candy
bottled water,,,
bottled water,soda,potted plants,
tropical fruit,whole milk,,
dessert,zwieback,,
beef,tropical fruit,margarine,bottled water
ham,rolls/buns,bottled beer,
napkins,,,
whole milk,sugar,cat food,
tropical fruit,pastry,flour,rum
curd,coffee,bottled beer,
ice cream,,,
bottled beer,,,
meat,other vegetables,butter,rolls/buns
coffee,,,
other vegetables,,,
pork,margarine,candy,
cream cheese,ice cream,white bread,specialty chocolate
soda,,,
root vegetables,whole milk,yogurt,rolls/buns
rolls/buns,canned beer,,
other vegetables,napkins,,
canned beer,,,
specialty chocolate,,,
soda,,,
frozen meals,,,
other vegetables,bottled water,bottled beer,waffles
bottled beer,liquor,,
butter,waffles,chocolate,
oil,pickled vegetables,hygiene articles,
canned beer,,,
UHT-milk,,,
frankfurter,rolls/buns,fruit/vegetable juice,
pip fruit,whole milk,,
other vegetables,yogurt,,
rolls/buns,roll products,cat food,shopping bags
coffee,,,
yogurt,,,
dessert,pastry,canned beer,
yogurt,specialty bar,,
canned beer,,,
canned beer,shopping bags,,
frozen meals,canned beer,candy,
pastry,margarine,coffee,
other vegetables,zwieback,soda,chewing gum
hamburger meat,,,
newspapers,,,
berries,whole milk,whipped/sour cream,domestic eggs
soda,white wine,,
rolls/buns,bottled beer,,
waffles,newspapers,,
pip fruit,,,
zwieback,oil,mustard,chocolate
frankfurter,rolls/buns,soda,
newspapers,,,
bottled beer,newspapers,,
liqueur,,,
pork,citrus fruit,other vegetables,yogurt
yogurt,,,
tropical fruit,rolls/buns,mustard,
UHT-milk,cream cheese,soda,waffles
pork,whole milk,whipped/sour cream,beverages
rolls/buns,,,
citrus fruit,tropical fruit,,
whole milk,sugar,bottled water,bottled beer
other vegetables,,,
canned beer,candy,,
whole milk,rolls/buns,brown bread,margarine
sausage,rolls/buns,bottled beer,
brown bread,margarine,long life bakery product,flower (seeds)
frankfurter,margarine,newspapers,shopping bags
pastry,,,
whole milk,,,
citrus fruit,bottled water,dishes,
canned beer,specialty bar,,
pip fruit,whole milk,,
pork,other vegetables,UHT-milk,
rolls/buns,,,
hamburger meat,,,
canned beer,,,
chewing gum,specialty chocolate,,
yogurt,dog food,newspapers,
beef,soft cheese,chewing gum,
bottled beer,shopping bags,,
sausage,yogurt,rolls/buns,
canned beer,,,
canned beer,,,
specialty chocolate,,,
bottled beer,,,
tropical fruit,whole milk,butter,syrup
soda,bottled beer,liquor,red/blush wine
rolls/buns,spices,,
beef,,,
ham,rolls/buns,white wine,
ice cream,frozen dessert,,
rolls/buns,house keeping products,light bulbs,
rolls/buns,soda,,
yogurt,soda,fruit/vegetable juice,
whole milk,rolls/buns,,
curd,,,
ham,light bulbs,,
coffee,bottled beer,,
meat,,,
dessert,flower soil/fertilizer,flower (seeds),
dessert,waffles,,
yogurt,beverages,,
turkey,seasonal products,,
chicken,beef,other vegetables,
yogurt,,,
processed cheese,rolls/buns,soda,flower (seeds)
whole milk,curd,semi-finished bread,
frankfurter,rolls/buns,fruit/vegetable juice,
spread cheese,,,
root vegetables,other vegetables,specialty chocolate,
pastry,soda,chocolate,
canned beer,,,
dessert,fruit/vegetable juice,long life bakery product,waffles
whole milk,butter milk,yogurt,
misc. beverages,,,
zwieback,,,
sausage,sliced cheese,rolls/buns,fruit/vegetable juice
yogurt,,,
bottled water,canned beer,male cosmetics,
tropical fruit,rolls/buns,pastry,
rolls/buns,soda,,
ice cream,oil,bottled beer,
canned beer,,,
whipped/sour cream,,,
packaged fruit/vegetables,dessert,semi-finished bread,canned beer
shopping bags,,,
whole milk,hard cheese,rolls/buns,bottled water
pastry,,,
white wine,,,
beef,frozen meals,dog food,
rolls/buns,pastry,coffee,
bottled beer,,,
soda,,,
other vegetables,potted plants,,
canned vegetables,female sanitary products,shopping bags,
whole milk,,,
other vegetables,whole milk,,
canned beer,newspapers,,
hard cheese,newspapers,,
sausage,rolls/buns,fruit/vegetable juice,cake bar
rolls/buns,red/blush wine,newspapers,
candy,,,
bottled beer,,,
specialty chocolate,,,
bottled beer,,,
bottled water,bottled beer,napkins,
cream cheese,spread cheese,,
frankfurter,,,
beef,root vegetables,whole milk,condensed milk
sausage,onions,yogurt,detergent
berries,whole milk,,
canned beer,long life bakery product,,
whole milk,brown bread,bottled beer,
dishes,,,
whole milk,cream cheese,,
canned beer,,,
newspapers,,,
beverages,,,
soda,chewing gum,,
beef,,,
whole milk,margarine,bottled water,
beef,whole milk,yogurt,pastry
yogurt,canned beer,,
Instant food products,canned vegetables,salty snack,
bottled water,misc. beverages,liquor,chewing gum
canned beer,,,
citrus fruit,tropical fruit,pip fruit,other vegetables
brown bread,,,
salty snack,,,
frankfurter,bottled beer,,
curd,cat food,,
citrus fruit,yogurt,newspapers,
root vegetables,sparkling wine,,
whole milk,,,
whole milk,brown bread,,
packaged fruit/vegetables,canned beer,candles,
tropical fruit,whipped/sour cream,hygiene articles,
pork,pip fruit,whole milk,butter milk
grapes,berries,pet care,potted plants
rolls/buns,liquor,,
butter,,,
whole milk,,,
frankfurter,rolls/buns,,
liquor,house keeping products,shopping bags,
hamburger meat,dessert,soda,fruit/vegetable juice
beef,,,
other vegetables,,,
tropical fruit,misc. beverages,,
whole milk,sliced cheese,rolls/buns,shopping bags
pork,,,
beef,root vegetables,,
rolls/buns,,,
canned beer,,,
pip fruit,white wine,shopping bags,
cream cheese,,,
other vegetables,rolls/buns,soda,
other vegetables,yogurt,chocolate,
sausage,,,
butter milk,brown bread,,
pork,bottled water,,
sausage,citrus fruit,whole milk,
chicken,tropical fruit,domestic eggs,white wine
bottled water,,,
onions,other vegetables,flour,
whole milk,cat food,bottled water,napkins
whole milk,rolls/buns,,
rolls/buns,,,
soda,,,
newspapers,,,
fruit/vegetable juice,cake bar,newspapers,
sausage,bottled water,,
whole milk,butter,domestic eggs,baking powder
chicken,grapes,,
bottled water,,,
soda,long life bakery product,,
packaged fruit/vegetables,pickled vegetables,,
rolls/buns,margarine,bottled beer,
whole milk,rolls/buns,,
sausage,meat,hamburger meat,rubbing alcohol
berries,whipped/sour cream,,
fruit/vegetable juice,,,
frozen vegetables,,,
grapes,chocolate,,
berries,whipped/sour cream,,
sugar,white wine,newspapers,
cooking chocolate,female sanitary products,,
ice cream,,,
soda,liquor (appetizer),,
beef,onions,other vegetables,rolls/buns
butter,,,
ham,rolls/buns,soda,shopping bags
pip fruit,misc. beverages,,
meat,chicken,other vegetables,whole milk
domestic eggs,rolls/buns,,
other vegetables,whipped/sour cream,rolls/buns,
oil,canned beer,,
frankfurter,organic sausage,whole milk,chewing gum
whole milk,cake bar,,
sausage,domestic eggs,coffee,soda
photo/film,,,
sausage,soft cheese,coffee,
other vegetables,cream cheese,,
sausage,rolls/buns,specialty chocolate,
soda,,,
specialty chocolate,,,
soap,,,
citrus fruit,,,
soda,fruit/vegetable juice,specialty bar,
herbs,candy,,
liquor,napkins,,
root vegetables,margarine,bottled water,soda
beef,root vegetables,,
fruit/vegetable juice,,,
frankfurter,onions,pickled vegetables,
liquor,,,
yogurt,bottled water,canned beer,napkins
bottled water,,,
whole milk,,,
whole milk,bottled water,rum,chewing gum
onions,rolls/buns,,
citrus fruit,pastry,,
canned beer,,,
pork,,,
spread cheese,fruit/vegetable juice,,
margarine,soda,,
sausage,bottled water,,
whole milk,whipped/sour cream,rolls/buns,potted plants
liver loaf,whole milk,yogurt,
newspapers,,,
canned beer,,,
sausage,bottled beer,dish cleaner,
cat food,dish cleaner,shopping bags,
soda,,,
other vegetables,red/blush wine,,
yogurt,margarine,,
margarine,flower (seeds),,
butter milk,,,
spread cheese,misc. beverages,,
UHT-milk,artif. sweetener,bottled water,
butter milk,soft cheese,rolls/buns,
meat,,,
newspapers,,,
finished products,whole milk,softener,
yogurt,UHT-milk,rolls/buns,candles
sausage,hamburger meat,canned beer,dishes
sugar,,,
herbs,butter,chocolate,
coffee,bottled water,chocolate marshmallow,
whole milk,specialty chocolate,,
butter,pastry,long life bakery product,shopping bags
tropical fruit,onions,,
domestic eggs,rolls/buns,,
sliced cheese,rolls/buns,,
sausage,rolls/buns,soda,
soda,cake bar,candy,
misc. beverages,cake bar,,
canned beer,,,
beef,root vegetables,yogurt,whipped/sour cream
brown bread,seasonal products,,
citrus fruit,tropical fruit,brown bread,napkins
sausage,spread cheese,rolls/buns,
salty snack,,,
other vegetables,curd,,
pet care,,,
hamburger meat,frozen vegetables,,
sausage,tropical fruit,,
citrus fruit,whole milk,waffles,
white bread,bottled water,soda,waffles
bottled beer,,,
mayonnaise,rice,canned beer,
cooking chocolate,,,
waffles,,,
frozen vegetables,rolls/buns,,
sausage,butter,hard cheese,domestic eggs
beef,packaged fruit/vegetables,potted plants,
soda,,,
frozen vegetables,brown bread,,
chicken,root vegetables,whole milk,
pastry,newspapers,,
salty snack,,,
whisky,,,
bottled water,bottled beer,,
sausage,tropical fruit,whole milk,
coffee,,,
whole milk,dessert,brown bread,specialty bar
whole milk,,,
fruit/vegetable juice,,,
bottled water,fruit/vegetable juice,,
soda,canned beer,red/blush wine,
citrus fruit,yogurt,rolls/buns,pastry
candy,,,
root vegetables,bottled water,bottled beer,
newspapers,,,
rolls/buns,,,
prosecco,,,
curd cheese,coffee,,
berries,,,
UHT-milk,,,
ice cream,,,
citrus fruit,whole milk,pastry,
finished products,,,
sauces,red/blush wine,waffles,newspapers
bottled beer,liquor,red/blush wine,
sausage,butter milk,rolls/buns,soda
butter,,,
whole milk,,,
frozen meals,frozen fish,chocolate,
grapes,other vegetables,pastry,dish cleaner
packaged fruit/vegetables,whipped/sour cream,,
fish,citrus fruit,,
chocolate,candy,,
sausage,other vegetables,,
other vegetables,,,
butter milk,sliced cheese,,
root vegetables,,,
whole milk,butter,,
whole milk,frozen vegetables,coffee,
dessert,cream cheese,waffles,
sauces,softener,,
root vegetables,yogurt,beverages,
citrus fruit,zwieback,newspapers,
whole milk,,,
bottled beer,liquor,shopping bags,
photo/film,,,
cream cheese,zwieback,,
sparkling wine,,,
rolls/buns,,,
root vegetables,liquor,shopping bags,
canned beer,,,
chicken,citrus fruit,onions,bottled water
sausage,soda,chocolate marshmallow,
cat food,,,
coffee,soda,,
pip fruit,whole milk,frozen vegetables,bottled water
pork,root vegetables,shopping bags,
canned vegetables,bottled water,,
other vegetables,whole milk,salty snack,
candy,,,
canned beer,,,
margarine,,,
whole milk,fruit/vegetable juice,,
grapes,butter,soft cheese,canned beer
whipped/sour cream,flower (seeds),,
other vegetables,oil,,
coffee,,,
sausage,coffee,bottled water,
tropical fruit,pip fruit,whole milk,flower soil/fertilizer
root vegetables,butter,potted plants,
liquor,,,
zwieback,cat food,dish cleaner,
root vegetables,,,
soda,,,
other vegetables,roll products,,
pip fruit,curd,margarine,baking powder
semi-finished bread,bottled beer,red/blush wine,
newspapers,,,
citrus fruit,butter,frozen vegetables,baking powder
detergent,,,
canned beer,,,
white wine,,,
canned beer,,,
tropical fruit,bottled water,,
rolls/buns,soda,chewing gum,
soda,specialty chocolate,,
popcorn,specialty bar,candy,
whole milk,coffee,,
shopping bags,,,
canned beer,specialty bar,,
yogurt,sugar,instant coffee,
bottled water,napkins,,
pork,root vegetables,soda,salty snack
yogurt,seasonal products,,
sausage,,,
pip fruit,soft cheese,tidbits,
root vegetables,other vegetables,soda,shopping bags
frozen potato products,,,
frankfurter,sausage,pastry,
butter,,,
beef,,,
white bread,flour,fruit/vegetable juice,hygiene articles
whipped/sour cream,margarine,long life bakery product,
sausage,chicken,citrus fruit,
hamburger meat,other vegetables,napkins,
whole milk,rolls/buns,bottled water,
salt,salty snack,cookware,
white wine,specialty bar,,
soda,,,
butter milk,photo/film,,
white bread,bottled water,soda,bottled beer
sausage,whipped/sour cream,bottled water,potted plants
bottled beer,,,
newspapers,,,
canned beer,newspapers,,
pasta,,,
citrus fruit,bottled water,red/blush wine,photo/film
bottled beer,,,
rolls/buns,,,
specialty chocolate,,,
turkey,pip fruit,salad dressing,pastry
bottled water,soda,,
pip fruit,coffee,,
domestic eggs,rolls/buns,,
sausage,yogurt,rolls/buns,
bottled water,bottled beer,,
photo/film,,,
bottled beer,flower (seeds),,
rolls/buns,soda,,
yogurt,cream cheese,rolls/buns,chocolate
specialty cheese,hygiene articles,newspapers,shopping bags
butter,sliced cheese,misc. beverages,fruit/vegetable juice
newspapers,,,
whipped/sour cream,,,
beef,oil,coffee,sparkling wine
cream cheese,rolls/buns,,
whole milk,bottled water,soda,canned beer
whole milk,white bread,salty snack,
rolls/buns,canned fish,,
newspapers,,,
soda,canned beer,,
salty snack,,,
brown bread,,,
whole milk,coffee,,
yogurt,soda,,
pastry,long life bakery product,shopping bags,
pork,whole milk,cake bar,
detergent,,,
beverages,,,
specialty cheese,baking powder,waffles,chocolate
beverages,photo/film,,
ice cream,,,
citrus fruit,other vegetables,beverages,snack products
canned beer,,,
canned beer,,,
pastry,margarine,candy,
whipped/sour cream,baking powder,,
whole milk,,,
chocolate marshmallow,,,
chicken,other vegetables,rolls/buns,shopping bags
whole milk,,,
whole milk,,,
UHT-milk,hygiene articles,napkins,cling film/bags
tropical fruit,pickled vegetables,fruit/vegetable juice,
artif. sweetener,,,
beef,whole milk,rolls/buns,coffee
tropical fruit,other vegetables,newspapers,
cookware,,,
yogurt,newspapers,,
chicken,citrus fruit,other vegetables,
UHT-milk,,,
chocolate,specialty chocolate,,
margarine,soda,,
whole milk,,,
tropical fruit,,,
pip fruit,,,
sugar,,,
bottled beer,,,
berries,yogurt,domestic eggs,newspapers
chicken,whole milk,,
ice cream,coffee,waffles,
yogurt,cereals,specialty bar,
detergent,hygiene articles,napkins,
yogurt,specialty chocolate,,
other vegetables,,,
dog food,pet care,shopping bags,
whole milk,yogurt,,
finished products,other vegetables,frozen vegetables,bottled beer
beef,chocolate,,
canned beer,,,
rolls/buns,,,
dish cleaner,,,
potted plants,,,
other vegetables,domestic eggs,,
bottled water,misc. beverages,bottled beer,
pip fruit,berries,,
waffles,,,
nuts/prunes,brandy,,
onions,whole milk,coffee,
UHT-milk,mustard,,
sausage,hamburger meat,chocolate,detergent
beverages,rolls/buns,,
soda,specialty bar,,
soda,newspapers,,
frankfurter,pork,curd,shopping bags
frankfurter,,,
beef,root vegetables,jam,toilet cleaner
bottled beer,,,
whole milk,brown bread,,
beef,bottled beer,cake bar,
soda,,,
white wine,detergent,,
frankfurter,chicken,ice cream,rolls/buns
soda,candy,,
whole milk,yogurt,brown bread,
rolls/buns,canned beer,,
beverages,,,
white bread,brown bread,,
soda,bottled beer,shopping bags,
rolls/buns,coffee,,
canned vegetables,bottled beer,,
whole milk,newspapers,,
coffee,fruit/vegetable juice,,
tropical fruit,ice cream,frozen dessert,candy
soda,,,
hard cheese,pastry,popcorn,potted plants
canned beer,,,
whole milk,ice cream,soda,
berries,beverages,,
pip fruit,whole milk,curd,rum
sausage,whole milk,rolls/buns,
hamburger meat,whole milk,misc. beverages,red/blush wine
spread cheese,soda,,
root vegetables,other vegetables,whole milk,margarine
yogurt,,,
whole milk,,,
pastry,bottled beer,,
domestic eggs,margarine,bottled water,
baking powder,coffee,photo/film,
domestic eggs,,,
misc. beverages,,,
frankfurter,bottled water,soda,newspapers
whole milk,butter,rolls/buns,
newspapers,,,
canned beer,,,
shopping bags,,,
tropical fruit,specialty cheese,bottled water,
sausage,domestic eggs,,
root vegetables,other vegetables,butter,chocolate
pork,onions,other vegetables,bottled beer
hamburger meat,white bread,salty snack,
other vegetables,specialty cheese,,
coffee,dish cleaner,,
canned beer,,,
beef,other vegetables,packaged fruit/vegetables,dog food
rolls/buns,misc. beverages,,
meat,other vegetables,white bread,newspapers
sugar,bottled water,soda,bottled beer
ice cream,long life bakery product,specialty chocolate,specialty bar
whole milk,,,
bathroom cleaner,,,
rolls/buns,pastry,,
baking powder,,,
finished products,dessert,pastry,shopping bags
napkins,,,
newspapers,,,
rolls/buns,canned beer,,
canned beer,,,
hamburger meat,hard cheese,frozen vegetables,soda
newspapers,,,
onions,canned beer,shopping bags,
sausage,hamburger meat,rolls/buns,soda
brown bread,pastry,bottled water,
frankfurter,white bread,margarine,shopping bags
canned beer,,,
soda,,,
frozen vegetables,frozen fish,,
cat food,coffee,,
other vegetables,white bread,newspapers,
soda,,,
chocolate,candy,shopping bags,
white wine,,,
sausage,whole milk,margarine,
whole milk,beverages,,
bottled water,soda,,
sausage,processed cheese,white bread,
finished products,white wine,shopping bags,
whole milk,butter,bottled water,bottled beer
margarine,,,
bottled beer,shopping bags,,
bottled water,soda,,
napkins,,,
sausage,other vegetables,brown bread,
other vegetables,,,
tropical fruit,whole milk,,
canned beer,,,
canned beer,,,
bottled water,candy,,
pastry,chocolate,specialty bar,
frozen meals,cleaner,,
dog food,canned beer,,
packaged fruit/vegetables,fruit/vegetable juice,salty snack,
whole milk,frozen vegetables,,
other vegetables,whole milk,curd,
bottled water,,,
rum,,,
soda,chocolate,,
root vegetables,,,
dessert,yogurt,cat food,napkins
frankfurter,soda,,
rolls/buns,chewing gum,,
rolls/buns,bottled beer,,
meat,frozen meals,fruit/vegetable juice,
soda,salty snack,cake bar,candy
tropical fruit,whole milk,yogurt,
frozen vegetables,,,
hamburger meat,pastry,misc. beverages,
pasta,fruit/vegetable juice,,
house keeping products,,,
whole milk,domestic eggs,brown bread,pastry
root vegetables,,,
bottled water,,,
hamburger meat,hard cheese,pasta,canned vegetables
frankfurter,whole milk,yogurt,napkins
yogurt,light bulbs,,
chicken,whole milk,rolls/buns,pasta
citrus fruit,cake bar,baby cosmetics,shopping bags
frozen vegetables,,,
whole milk,,,
butter,,,
root vegetables,other vegetables,white bread,sparkling wine
pip fruit,,,
cling film/bags,potted plants,,
whole milk,,,
butter milk,hard cheese,,
pastry,bottled beer,liquor,red/blush wine
candy,,,
whole milk,shopping bags,,
canned fish,,,
pastry,soda,,
tropical fruit,butter milk,,
bottled beer,liquor,rum,
chicken,hamburger meat,other vegetables,
rolls/buns,,,
mustard,,,
canned beer,,,
house keeping products,,,
other vegetables,bottled beer,house keeping products,
rolls/buns,,,
chicken,bottled water,,
soda,specialty chocolate,newspapers,
spread cheese,rolls/buns,bottled water,newspapers
beverages,processed cheese,coffee,
sausage,whole milk,,
bottled water,soda,,
beverages,cream cheese,rolls/buns,candy
frozen meals,soda,napkins,
soda,specialty chocolate,,
pastry,candles,,
bottled beer,,,
sausage,dessert,soda,
sausage,,,
root vegetables,whipped/sour cream,oil,pet care
onions,vinegar,pet care,specialty bar
frozen meals,,,
specialty bar,,,
canned beer,,,
shopping bags,,,
chicken,yogurt,whipped/sour cream,
other vegetables,whole milk,frozen potato products,
soda,,,
soups,canned vegetables,chocolate,
sugar,hygiene articles,,
other vegetables,rolls/buns,,
whole milk,frozen vegetables,,
sausage,tropical fruit,semi-finished bread,
rolls/buns,long life bakery product,candy,shopping bags
yogurt,brown bread,margarine,napkins
whole milk,rolls/buns,,
dishes,,,
fruit/vegetable juice,salty snack,,
cake bar,specialty chocolate,,
beef,white bread,,
soda,,,
canned beer,,,
waffles,chocolate,specialty chocolate,
other vegetables,whole milk,margarine,
white wine,,,
canned beer,shopping bags,,
rolls/buns,bottled beer,,
other vegetables,UHT-milk,cream,
domestic eggs,canned beer,shopping bags,
ham,grapes,other vegetables,whole milk
canned beer,,,
soda,bottled beer,,
beverages,,,
citrus fruit,domestic eggs,,
beverages,bottled water,misc. beverages,
soda,,,
pip fruit,pastry,margarine,
zwieback,,,
coffee,soda,canned beer,
whole milk,newspapers,,
other vegetables,bottled beer,red/blush wine,
hamburger meat,rum,red/blush wine,
sausage,whole milk,,
whole milk,soft cheese,sliced cheese,
frozen fish,bottled beer,,
whole milk,rolls/buns,detergent,
rolls/buns,,,
coffee,,,
newspapers,photo/film,,
other vegetables,chocolate,,
rolls/buns,,,
sliced cheese,domestic eggs,coffee,shopping bags
pip fruit,brown bread,,
canned beer,specialty bar,,
coffee,sparkling wine,dish cleaner,
soda,,,
soda,specialty bar,,
liver loaf,curd,rolls/buns,newspapers
pip fruit,other vegetables,whipped/sour cream,oil
whole milk,pastry,,
photo/film,,,
other vegetables,whole milk,specialty cheese,
curd,chewing gum,specialty chocolate,newspapers
tropical fruit,candy,,
frozen dessert,bottled water,soda,bottled beer
tropical fruit,,,
canned beer,,,
chicken,other vegetables,whole milk,
packaged fruit/vegetables,soda,napkins,
hamburger meat,rice,soups,sauces
margarine,,,
coffee,bottled water,canned beer,napkins
rolls/buns,long life bakery product,,
pork,tropical fruit,waffles,newspapers
misc. beverages,,,
salty snack,,,
sausage,rolls/buns,soda,
whole milk,frozen vegetables,coffee,
tropical fruit,frozen dessert,,
bottled beer,,,
pip fruit,whole milk,canned fish,
dessert,canned beer,,
beef,,,
whole milk,cream cheese,salty snack,candy
red/blush wine,,,
canned beer,white wine,,
whole milk,yogurt,,
pip fruit,butter milk,soda,
yogurt,spread cheese,pastry,shopping bags
frankfurter,photo/film,,
domestic eggs,,,
whole milk,,,
hard cheese,rolls/buns,bottled water,newspapers
rolls/buns,,,
tropical fruit,pip fruit,soda,white wine
bottled beer,,,
bottled beer,shopping bags,,
frankfurter,root vegetables,whole milk,margarine
whole milk,pastry,cocoa drinks,newspapers
beverages,rolls/buns,bottled water,
